Year,Month,Index
1799,Jul,3.25316528
1799,Aug,3.268088541
1799,Sep,3.247430685
1799,Oct,3.224573967
1799,Nov,3.341091168
1799,Dec,3.423868495
1800,Jan,3.398134461
1800,Feb,3.410975933
1800,Mar,3.424997313
1800,Apr,3.427434275
1800,May,3.468578321
1800,Jun,3.541439077
1800,Jul,3.418119593
1800,Aug,3.419216716
1800,Sep,3.368506995
1800,Oct,3.149858378
1800,Nov,3.119646365
1800,Dec,3.267833358
1801,Jan,3.366110498
1801,Feb,3.394907099
1801,Mar,3.405927879
1801,Apr,3.32080241
1801,May,3.393492629
1801,Jun,3.342747937
1801,Jul,3.75340343
1801,Aug,3.719956398
1801,Sep,3.752721715
1801,Oct,3.738057674
1801,Nov,3.755866339
1801,Dec,3.769808642
1802,Jan,3.896098476
1802,Feb,3.707261028
1802,Mar,3.793951035
1802,Apr,3.66040266
1802,May,3.592018459
1802,Jun,3.661490633
1802,Jul,3.561660038
1802,Aug,3.532601015
1802,Sep,3.738314429
1802,Oct,3.682261272
1802,Nov,3.752848853
1802,Dec,3.48963182
1803,Jan,3.487918532
1803,Feb,3.035724829
1803,Mar,2.936637407
1803,Apr,2.725622425
1803,May,2.841096107
1803,Jun,2.823772351
1803,Jul,2.826937398
1803,Aug,2.895135685
1803,Sep,2.941378927
1803,Oct,3.035075857
1803,Nov,3.008171427
1803,Dec,3.013054822
1804,Jan,2.968730853
1804,Feb,2.987329278
1804,Mar,3.060572391
1804,Apr,3.139512532
1804,May,3.130203173
1804,Jun,3.151259869
1804,Jul,3.165655495
1804,Aug,3.242746184
1804,Sep,3.281272211
1804,Oct,3.412702311
1804,Nov,3.378780139
1804,Dec,3.337159406
1805,Jan,3.269447178
1805,Feb,3.293191766
1805,Mar,3.365784221
1805,Apr,3.399566172
1805,May,3.307907169
1805,Jun,3.507436963
1805,Jul,3.517254544
1805,Aug,3.579012399
1805,Sep,3.602791259
1805,Oct,3.572013355
1805,Nov,3.59294369
1805,Dec,3.637191765
1806,Jan,3.64423892
1806,Feb,3.6547754
1806,Mar,3.754308343
1806,Apr,3.699655318
1806,May,3.785664825
1806,Jun,3.805847313
1806,Jul,3.686032755
1806,Aug,3.639980664
1806,Sep,3.637816514
1806,Oct,3.71320721
1806,Nov,3.813739806
1806,Dec,3.819821916
1807,Jan,3.902271624
1807,Feb,3.88133669
1807,Mar,3.909182405
1807,Apr,3.770116108
1807,May,3.788969465
1807,Jun,3.751387058
1807,Jul,3.687928354
1807,Aug,3.753263805
1807,Sep,3.742861189
1807,Oct,3.692406004
1807,Nov,3.738862131
1807,Dec,3.741501382
1808,Jan,3.865028531
1808,Feb,3.851745714
1808,Mar,3.918082722
1808,Apr,3.96528316
1808,May,3.872424705
1808,Jun,3.882530197
1808,Jul,3.849721931
1808,Aug,3.871261379
1808,Sep,3.905718082
1808,Oct,3.960506098
1808,Nov,3.987112279
1808,Dec,3.986461881
1809,Jan,3.99605227
1809,Feb,4.060876269
1809,Mar,4.21355862
1809,Apr,4.139686294
1809,May,4.182679058
1809,Jun,4.201695424
1809,Jul,4.339294611
1809,Aug,4.377327433
1809,Sep,4.36442975
1809,Oct,4.27037508
1809,Nov,4.232525222
1809,Dec,4.242070201
1810,Jan,4.180714872
1810,Feb,4.20551448
1810,Mar,4.180419073
1810,Apr,4.193725826
1810,May,4.047715705
1810,Jun,3.966568156
1810,Jul,4.032245538
1810,Aug,3.975025821
1810,Sep,3.958779001
1810,Oct,3.886487872
1810,Nov,3.900554788
1810,Dec,3.882002803
1811,Jan,3.817070856
1811,Feb,3.75213891
1811,Mar,3.710396944
1811,Apr,3.589809044
1811,May,3.381099216
1811,Jun,3.427479177
1811,Jul,3.450669158
1811,Aug,3.446031162
1811,Sep,3.381099216
1811,Oct,3.395013204
1811,Nov,3.432117174
1811,Dec,3.483135132
1812,Jan,3.455307154
1812,Feb,3.3996512
1812,Mar,3.362547231
1812,Apr,3.306891277
1812,May,3.237321334
1812,Jun,3.190941372
1812,Jul,3.163113395
1812,Aug,3.130647422
1812,Sep,3.130647422
1812,Oct,3.079629464
1812,Nov,3.102819445
1812,Dec,3.163113395
1813,Jan,3.153837403
1813,Feb,3.163113395
1813,Mar,3.167751391
1813,Apr,3.112095437
1813,May,3.107457441
1813,Jun,3.116733433
1813,Jul,3.130647422
1813,Aug,3.112095437
1813,Sep,3.121371429
1813,Oct,3.18166538
1813,Nov,3.265149311
1813,Dec,3.353271238
1814,Jan,3.367185227
1814,Feb,3.371823223
1814,Mar,3.362547231
1814,Apr,3.320805265
1814,May,3.283701296
1814,Jun,3.251235322
1814,Jul,3.218769349
1814,Aug,3.204855361
1814,Sep,3.195579368
1814,Oct,3.200217364
1814,Nov,3.209493357
1814,Dec,3.190941372
1815,Jan,3.153837403
1815,Feb,3.074991468
1815,Mar,3.056439483
1815,Apr,3.014697517
1815,May,2.968317555
1815,Jun,2.898747613
1815,Jul,2.870919636
1815,Aug,2.931213586
1815,Sep,2.996145533
1815,Oct,2.959041563
1815,Nov,2.931213586
1815,Dec,2.847729655
1816,Jan,2.838453662
1816,Feb,2.796711697
1816,Mar,2.796711697
1816,Apr,2.782797708
1816,May,2.643657823
1816,Jun,2.541621907
1816,Jul,2.555535895
1816,Aug,2.583363872
1816,Sep,2.63438183
1816,Oct,2.606553853
1816,Nov,2.606553853
1816,Dec,2.676123796
1817,Jan,2.708589769
1817,Feb,2.824539674
1817,Mar,2.861643643
1817,Apr,2.954403567
1817,May,3.102819445
1817,Jun,3.08426746
1817,Jul,3.153837403
1817,Aug,3.297615284
1817,Sep,3.487773128
1817,Oct,3.510963109
1817,Nov,3.534153089
1817,Dec,3.55734307
1818,Jan,3.585171047
1818,Feb,3.599085036
1818,Mar,3.599085036
1818,Apr,3.571257059
1818,May,3.571257059
1818,Jun,3.552705074
1818,Jul,3.585171047
1818,Aug,3.603723032
1818,Sep,3.682568967
1818,Oct,3.664016983
1818,Nov,3.673292975
1818,Dec,3.626913013
1819,Jan,3.622275017
1819,Feb,3.631551009
1819,Mar,3.622275017
1819,Apr,3.552705074
1819,May,3.524877097
1819,Jun,3.515601105
1819,Jul,3.483135132
1819,Aug,3.427479177
1819,Sep,3.381099216
1819,Oct,3.348633242
1819,Nov,3.357909235
1819,Dec,3.357909235
1820,Jan,3.390375208
1820,Feb,3.385737212
1820,Mar,3.422841181
1820,Apr,3.3996512
1820,May,3.418203185
1820,Jun,3.418203185
1820,Jul,3.404289196
1820,Aug,3.418203185
1820,Sep,3.487773128
1820,Oct,3.432117174
1820,Nov,3.464583147
1820,Dec,3.510963109
1821,Jan,3.510963109
1821,Feb,3.529515093
1821,Mar,3.585171047
1821,Apr,3.571257059
1821,May,3.585171047
1821,Jun,3.585171047
1821,Jul,3.566619063
1821,Aug,3.608361028
1821,Sep,3.645464998
1821,Oct,3.664016983
1821,Nov,3.659378986
1821,Dec,3.733586925
1822,Jan,3.803156868
1822,Feb,3.835622841
1822,Mar,3.835622841
1822,Apr,3.844898834
1822,May,3.863450818
1822,Jun,3.891278795
1822,Jul,3.933020761
1822,Aug,3.965486734
1822,Sep,3.988676715
1822,Oct,3.956210742
1822,Nov,3.937658757
1822,Dec,3.858812822
1823,Jan,3.844898834
1823,Feb,3.94693475
1823,Mar,4.0072287
1823,Apr,4.039694673
1823,May,4.099988623
1823,Jun,4.137092593
1823,Jul,4.178834559
1823,Aug,4.280870475
1823,Sep,4.35971641
1823,Oct,4.494218299
1823,Nov,4.633358184
1823,Dec,4.721480112
1824,Jan,4.814240035
1824,Feb,4.869895989
1824,Mar,4.962655913
1824,Apr,4.958017917
1824,May,5.004397879
1824,Jun,5.041501848
1824,Jul,5.018311867
1824,Aug,4.944103928
1824,Sep,4.823516028
1824,Oct,4.582340226
1824,Nov,4.573064234
1824,Dec,4.665824158
1825,Jan,4.595836795
1825,Feb,4.539846905
1825,Mar,4.642495037
1825,Apr,4.628497564
1825,May,4.628497564
1825,Jun,4.493188664
1825,Jul,4.502520312
1825,Aug,4.437198774
1825,Sep,4.367211411
1825,Oct,4.301889873
1825,Nov,4.091927786
1825,Dec,3.984613831
1826,Jan,3.951953061
1826,Feb,3.895963172
1826,Mar,3.877299875
1826,Apr,3.84930493
1826,May,3.84930493
1826,Jun,3.830641633
1826,Jul,3.891297347
1826,Aug,4.021940424
1826,Sep,4.0172746
1826,Oct,3.979948006
1826,Nov,3.998611303
1826,Dec,4.003277127
1827,Jan,4.0172746
1827,Feb,4.0172746
1827,Mar,4.04060372
1827,Apr,4.063932841
1827,May,4.026606248
1827,Jun,4.059267017
1827,Jul,4.082596138
1827,Aug,4.110591083
1827,Sep,4.105925259
1827,Oct,4.054601193
1827,Nov,4.045269545
1827,Dec,4.063932841
1828,Jan,4.09659361
1828,Feb,4.110591083
1828,Mar,4.143251852
1828,Apr,4.105925259
1828,May,4.101259434
1828,Jun,4.110591083
1828,Jul,4.124588555
1828,Aug,4.119922731
1828,Sep,4.110591083
1828,Oct,4.059267017
1828,Nov,4.054601193
1828,Dec,4.035937896
1829,Jan,4.007942951
1829,Feb,4.012608775
1829,Mar,4.021940424
1829,Apr,4.026606248
1829,May,4.045269545
1829,Jun,4.082596138
1829,Jul,4.133920204
1829,Aug,4.199241742
1829,Sep,4.189910093
1829,Oct,4.129254379
1829,Nov,4.110591083
1829,Dec,4.133920204
1830,Jan,4.217905038
1830,Feb,4.259897456
1830,Mar,4.357879763
1830,Apr,4.301889873
1830,May,4.339216466
1830,Jun,4.255231632
1830,Jul,4.166580973
1830,Aug,4.026606248
1830,Sep,3.989279655
1830,Oct,3.933289765
1830,Nov,3.90529482
1830,Dec,3.844639106
1831,Jan,3.839973282
1831,Feb,3.853970754
1831,Mar,3.853970754
1831,Apr,3.811978337
1831,May,3.79331504
1831,Jun,3.788649216
1831,Jul,3.797980864
1831,Aug,3.79331504
1831,Sep,3.79331504
1831,Oct,3.830641633
1831,Nov,3.863302402
1831,Dec,3.891297347
1832,Jan,3.919292292
1832,Feb,3.933289765
1832,Mar,3.96128471
1832,Apr,3.96128471
1832,May,3.979948006
1832,Jun,3.979948006
1832,Jul,3.979948006
1832,Aug,4.04060372
1832,Sep,4.04060372
1832,Oct,4.012608775
1832,Nov,4.04060372
1832,Dec,4.110591083
1833,Jan,4.185244269
1833,Feb,4.222570863
1833,Mar,4.26456328
1833,Apr,4.297224049
1833,May,4.325218994
1833,Jun,4.357879763
1833,Jul,4.339216466
1833,Aug,4.329884818
1833,Sep,4.334550642
1833,Oct,4.353213939
1833,Nov,4.381208884
1833,Dec,4.381208884
1834,Jan,4.371877236
1834,Feb,4.399872181
1834,Mar,4.446530422
1834,Apr,4.460527895
1834,May,4.460527895
1834,Jun,4.437198774
1834,Jul,4.437198774
1834,Aug,4.45586207
1834,Sep,4.460527895
1834,Oct,4.479191191
1834,Nov,4.469859543
1834,Dec,4.479191191
1835,Jan,4.521183609
1835,Feb,4.544512729
1835,Mar,4.493188664
1835,Apr,4.577173499
1835,May,4.586505147
1835,Jun,4.637829213
1835,Jul,4.712482399
1835,Aug,4.749808992
1835,Sep,4.787135586
1835,Oct,4.92711031
1835,Nov,5.029758442
1835,Dec,5.146404046
1836,Jan,5.20705976
1836,Feb,5.323705364
1836,Mar,5.305042067
1836,Apr,5.249052177
1836,May,5.309707891
1836,Jun,5.295710419
1836,Jul,5.281712946
1836,Aug,5.225723056
1836,Sep,5.31903954
1836,Oct,5.295710419
1836,Nov,5.267715474
1836,Dec,5.26304965
1837,Jan,5.225723056
1837,Feb,5.309707891
1837,Mar,5.379695254
1837,Apr,5.468345913
1837,May,5.477677561
1837,Jun,5.542999099
1837,Jul,5.524335802
1837,Aug,5.584991517
1837,Sep,5.62231811
1837,Oct,5.832280197
1837,Nov,6.009581515
1837,Dec,6.074903053
1838,Jan,6.088900526
1838,Feb,6.144890415
1838,Mar,6.14955624
1838,Apr,6.144890415
1838,May,6.140224591
1838,Jun,6.224209426
1838,Jul,6.252204371
1838,Aug,6.303528437
1838,Sep,6.308194261
1838,Oct,6.336189206
1838,Nov,6.415508217
1838,Dec,6.354852503
1839,Jan,6.345520854
1839,Feb,6.331523382
1839,Mar,6.364184151
1839,Apr,6.392179096
1839,May,6.331523382
1839,Jun,6.312860085
1839,Jul,6.289530964
1839,Aug,6.219543602
1839,Sep,6.224209426
1839,Oct,6.401510744
1839,Nov,6.504158876
1839,Dec,6.518156348
1840,Jan,6.704789314
1840,Feb,6.933414698
1840,Mar,7.101384368
1840,Apr,7.050060302
1840,May,6.900753929
1840,Jun,6.816769094
1840,Jul,6.662796897
1840,Aug,6.704789314
1840,Sep,6.784108325
1840,Oct,6.858761512
1840,Nov,6.732784259
1840,Dec,6.728118435
1841,Jan,6.882090632
1841,Feb,6.802771622
1841,Mar,6.751447556
1841,Apr,6.672128545
1841,May,6.6441336
1841,Jun,6.583477886
1841,Jul,6.569480414
1841,Aug,6.606807007
1841,Sep,6.6441336
1841,Oct,6.784108325
1841,Nov,6.770110853
1841,Dec,6.877424808
1842,Jan,6.989404588
1842,Feb,6.966075467
1842,Mar,6.900753929
1842,Apr,6.840098215
1842,May,6.830766567
1842,Jun,6.849429863
1842,Jul,6.821434918
1842,Aug,6.905419753
1842,Sep,6.994070412
1842,Oct,7.087386895
1842,Nov,7.162040082
1842,Dec,7.302014807
1843,Jan,7.358004696
1843,Feb,7.348673048
1843,Mar,7.3393414
1843,Apr,7.381333817
1843,May,7.446655355
1843,Jun,7.511976894
1843,Jul,7.651951618
1843,Aug,7.81058964
1843,Sep,8.11386821
1843,Oct,8.24917711
1843,Nov,8.235179638
1843,Dec,8.515129087
1844,Jan,8.594448098
1844,Feb,8.627108867
1844,Mar,8.622443043
1844,Apr,8.846402603
1844,May,8.874397548
1844,Jun,8.911724141
1844,Jul,8.818407658
1844,Aug,8.958382382
1844,Sep,9.215002711
1844,Oct,9.648924358
1844,Nov,9.970866225
1844,Dec,10.2368182
1845,Jan,10.37679293
1845,Feb,10.90869688
1845,Mar,11.17931468
1845,Apr,11.31462358
1845,May,11.45926413
1845,Jun,11.42193754
1845,Jul,11.23063875
1845,Aug,10.47944106
1845,Sep,11.06266908
1845,Oct,11.24463622
1845,Nov,11.18864633
1845,Dec,11.01601084
1846,Jan,10.94602347
1846,Feb,11.19331215
1846,Mar,11.09999567
1846,Apr,11.40794007
1846,May,11.50592237
1846,Jun,11.31462358
1846,Jul,11.32395523
1846,Aug,11.25863369
1846,Sep,11.34728435
1846,Oct,11.24930204
1846,Nov,11.16531721
1846,Dec,10.87603611
1847,Jan,10.58208919
1847,Feb,10.62408161
1847,Mar,10.9506893
1847,Apr,10.86203864
1847,May,10.40478787
1847,Jun,10.10617513
1847,Jul,9.406301502
1847,Aug,9.644258534
1847,Sep,9.564939523
1847,Oct,9.714245896
1847,Nov,9.658256006
1847,Dec,8.804410185
1848,Jan,8.659769636
1848,Feb,9.182341942
1848,Mar,8.963048207
1848,Apr,9.312985018
1848,May,9.098357107
1848,Jun,8.655103812
1848,Jul,8.258508759
1848,Aug,8.827739306
1848,Sep,9.298987546
1848,Oct,9.984863697
1848,Nov,10.18549414
1848,Dec,10.02685611
1849,Jan,9.760904138
1849,Feb,9.835557324
1849,Mar,9.919542159
1849,Apr,9.989529521
1849,May,9.882215566
1849,Jun,9.266326777
1849,Jul,9.05636469
1849,Aug,9.093691283
1849,Sep,9.075027986
1849,Oct,9.35964326
1849,Nov,9.205671063
1849,Dec,9.005040624
1850,Jan,8.715759526
1850,Feb,8.995708976
1850,Mar,9.065696338
1850,Apr,9.131017876
1850,May,9.322316667
1850,Jun,9.849554797
1850,Jul,10.07818018
1850,Aug,10.29747392
1850,Sep,10.76872216
1850,Oct,10.932026
1850,Nov,11.59457303
1850,Dec,11.82319842
1851,Jan,11.90251743
1851,Feb,11.51991984
1851,Mar,11.18398051
1851,Apr,11.06266908
1851,May,10.70806644
1851,Jun,10.91802853
1851,Jul,11.03000831
1851,Aug,11.54791479
1851,Sep,11.56191226
1851,Oct,11.54324897
1851,Nov,11.67389204
1851,Dec,12.21046182
1852,Jan,12.70037336
1852,Feb,12.58372775
1852,Mar,13.19028489
1852,Apr,13.61487489
1852,May,13.24627478
1852,Jun,13.62887236
1852,Jul,13.97414335
1852,Aug,14.27742192
1852,Sep,14.9306373
1852,Oct,14.8139917
1852,Nov,14.52937643
1852,Dec,14.75800181
1853,Jan,14.70667774
1853,Feb,14.84665247
1853,Mar,14.63669038
1853,Apr,14.62735873
1853,May,14.44539159
1853,Jun,13.43290775
1853,Jul,13.14362665
1853,Aug,13.66153313
1853,Sep,13.80150786
1853,Oct,13.40957863
1853,Nov,13.72218885
1853,Dec,12.95232786
1854,Jan,13.03164687
1854,Feb,13.37225204
1854,Mar,13.93215093
1854,Apr,14.14677885
1854,May,14.06745983
1854,Jun,14.05346236
1854,Jul,14.14211302
1854,Aug,13.85749775
1854,Sep,13.91815346
1854,Oct,14.60402961
1854,Nov,14.39873335
1854,Dec,14.45938906
1855,Jan,14.28675357
1855,Feb,14.67401698
1855,Mar,14.9493006
1855,Apr,14.88864489
1855,May,14.86998159
1855,Jun,14.45005742
1855,Jul,14.33807764
1855,Aug,14.46405489
1855,Sep,14.49671566
1855,Oct,14.91197401
1855,Nov,15.15926269
1855,Dec,15.36455895
1856,Jan,15.60251598
1856,Feb,15.96178444
1856,Mar,16.3583795
1856,Apr,16.5916707
1856,May,16.43769851
1856,Jun,16.14841741
1856,Jul,16.09709334
1856,Aug,16.46569345
1856,Sep,16.53101499
1856,Oct,16.52634917
1856,Nov,16.67098971
1856,Dec,16.63832895
1857,Jan,16.66632389
1857,Feb,16.64766059
1857,Mar,16.85762268
1857,Apr,16.79696697
1857,May,16.46569345
1857,Jun,16.26972884
1857,Jul,16.10175917
1857,Aug,15.79381477
1857,Sep,15.98044774
1857,Oct,17.06291894
1857,Nov,17.24488609
1857,Dec,16.86695433
1858,Jan,16.82496191
1858,Feb,16.97426829
1858,Mar,16.76897202
1858,Apr,17.04425565
1858,May,17.22622279
1858,Jun,17.21222532
1858,Jul,17.4221874
1858,Aug,17.52016971
1858,Sep,17.94942553
1858,Oct,17.91676476
1858,Nov,17.80011916
1858,Dec,17.8467774
1859,Jan,17.04892147
1859,Feb,17.00226323
1859,Mar,17.34753422
1859,Apr,17.80945081
1859,May,18.04274202
1859,Jun,18.03341037
1859,Jul,18.34135476
1859,Aug,18.43933707
1859,Sep,18.94324608
1859,Oct,18.95724355
1859,Nov,19.01323344
1859,Dec,18.99457015
1860,Jan,19.15320817
1860,Feb,19.20453223
1860,Mar,19.31651201
1860,Apr,19.49381333
1860,May,19.31651201
1860,Jun,19.5264741
1860,Jul,19.69444377
1860,Aug,19.68511212
1860,Sep,20.2030186
1860,Oct,19.84375014
1860,Nov,19.58246399
1860,Dec,19.56846652
1861,Jan,19.61979058
1861,Feb,19.48914751
1861,Mar,19.59179564
1861,Apr,19.72243871
1861,May,19.86241344
1861,Jun,19.74110201
1861,Jul,19.88107674
1861,Aug,19.93706663
1861,Sep,19.74576783
1861,Oct,20.39898322
1861,Nov,20.7442542
1861,Dec,20.70692761
1862,Jan,20.66493519
1862,Feb,20.71625926
1862,Mar,20.66960102
1862,Apr,20.92622135
1862,May,20.77691497
1862,Jun,21.0708619
1862,Jul,21.3041531
1862,Aug,21.53277849
1862,Sep,21.58410255
1862,Oct,21.78939882
1862,Nov,21.94337101
1862,Dec,21.91537607
1863,Jan,22.09734321
1863,Feb,22.70390035
1863,Mar,22.74122694
1863,Apr,22.83920925
1863,May,22.82521178
1863,Jun,23.21714101
1863,Jul,23.61840189
1863,Aug,23.40377397
1863,Sep,23.60907024
1863,Oct,23.6790576
1863,Nov,24.07565265
1863,Dec,24.03366024
1864,Jan,24.6635465
1864,Feb,24.64021738
1864,Mar,24.6262199
1864,Apr,25.61537462
1864,May,25.04614408
1864,Jun,24.26695144
1864,Jul,24.57956166
1864,Aug,25.67603034
1864,Sep,25.80200759
1864,Oct,25.84400001
1864,Nov,25.46606825
1864,Dec,25.32609353
1865,Jan,25.5920455
1865,Feb,25.56405056
1865,Mar,26.44589132
1865,Apr,26.31058242
1865,May,26.33857737
1865,Jun,26.63719012
1865,Jul,26.52054451
1865,Aug,26.70717748
1865,Sep,26.58586605
1865,Oct,26.18460517
1865,Nov,26.46455462
1865,Dec,26.39456726
1866,Jan,26.12861528
1866,Feb,24.92483265
1866,Mar,25.04147825
1866,Apr,25.33075935
1866,May,25.2234454
1866,Jun,25.3214277
1866,Jul,25.31676188
1866,Aug,25.21877957
1866,Sep,25.64803539
1866,Oct,26.1706077
1866,Nov,25.70869111
1866,Dec,24.99948584
1867,Jan,24.68220979
1867,Feb,25.03681243
1867,Mar,25.29809858
1867,Apr,24.83151617
1867,May,25.27010364
1867,Jun,25.37275177
1867,Jul,25.37741759
1867,Aug,25.02281496
1867,Sep,24.82218452
1867,Oct,24.99015419
1867,Nov,25.08813649
1867,Dec,24.87817441
1868,Jan,25.49872902
1868,Feb,25.76934682
1868,Mar,25.79734177
1868,Apr,26.03996462
1868,May,25.92798484
1868,Jun,26.08662286
1868,Jul,26.12861528
1868,Aug,26.2872533
1868,Sep,26.20326847
1868,Oct,26.89847627
1868,Nov,27.0197877
1868,Dec,26.69318001
1869,Jan,26.56253693
1869,Feb,26.69318001
1869,Mar,26.82382308
1869,Apr,27.32306627
1869,May,27.43971187
1869,Jun,27.18309154
1869,Jul,27.72432714
1869,Aug,27.98094747
1869,Sep,28.21423868
1869,Oct,29.02609208
1869,Nov,29.18473011
1869,Dec,29.30137571
1870,Jan,29.97325439
1870,Feb,30.58914318
1870,Mar,30.49582669
1870,Apr,29.11940857
1870,May,29.43201879
1870,Jun,29.9172645
1870,Jul,30.13655823
1870,Aug,29.98258604
1870,Sep,30.49582669
1870,Oct,31.17351173
1870,Nov,31.17351173
1870,Dec,31.63556971
1871,Jan,32.80611659
1871,Feb,33.32978231
1871,Mar,33.23737071
1871,Apr,33.85344802
1871,May,33.97666348
1871,Jun,34.80836784
1871,Jul,35.17801423
1871,Aug,35.60926834
1871,Sep,36.25614951
1871,Oct,37.88875438
1871,Nov,37.51910799
1871,Dec,38.32000849
1872,Jan,38.32000849
1872,Feb,38.25840076
1872,Mar,38.32000849
1872,Apr,38.32000849
1872,May,38.07357757
1872,Jun,37.91955824
1872,Jul,37.27267707
1872,Aug,37.51910799
1872,Sep,37.70393118
1872,Oct,38.41242009
1872,Nov,38.90528193
1872,Dec,39.24412445
1873,Jan,39.12090899
1873,Feb,38.75126261
1873,Mar,39.67537857
1873,Apr,38.50483168
1873,May,38.87447807
1873,Jun,39.49055537
1873,Jul,39.55216311
1873,Aug,38.68965488
1873,Sep,39.05930126
1873,Oct,39.18251672
1873,Nov,39.15171286
1873,Dec,38.65885101
1874,Jan,37.39589253
1874,Feb,37.95036211
1874,Mar,37.61151959
1874,Apr,37.3342848
1874,May,37.45750026
1874,Jun,37.58071572
1874,Jul,37.45750026
1874,Aug,37.67312732
1874,Sep,37.02624615
1874,Oct,36.90303069
1874,Nov,36.90303069
1874,Dec,36.90303069
1875,Jan,36.84142295
1875,Feb,36.81061909
1875,Mar,35.64007221
1875,Apr,35.17801423
1875,May,34.9315833
1875,Jun,34.80836784
1875,Jul,34.56193692
1875,Aug,34.37711373
1875,Sep,34.09987894
1875,Oct,34.62354465
1875,Nov,34.62354465
1875,Dec,33.85344802
1876,Jan,33.23737071
1876,Feb,33.36058617
1876,Mar,32.55968567
1876,Apr,32.86772433
1876,May,33.02174365
1876,Jun,32.89852819
1876,Jul,32.99093979
1876,Aug,33.5146055
1876,Sep,33.26817457
1876,Oct,33.08335138
1876,Nov,33.54540936
1876,Dec,32.77531273
1877,Jan,31.9128045
1877,Feb,31.78958904
1877,Mar,31.78958904
1877,Apr,31.23511946
1877,May,31.32753106
1877,Jun,31.111904
1877,Jul,30.54203249
1877,Aug,30.34180737
1877,Sep,30.06457258
1877,Oct,30.15698417
1877,Nov,30.00296485
1877,Dec,29.78733779
1878,Jan,29.32527981
1878,Feb,29.04804502
1878,Mar,29.66412233
1878,Apr,29.72573006
1878,May,30.34180737
1878,Jun,29.17126048
1878,Jul,28.12392906
1878,Aug,27.63106722
1878,Sep,27.38463629
1878,Oct,26.64534353
1878,Nov,26.46052033
1878,Dec,26.46052033
1879,Jan,26.55293193
1879,Feb,26.09087395
1879,Mar,25.87524689
1879,Apr,25.38238505
1879,May,25.7828353
1879,Jun,25.65961983
1879,Jul,27.53865562
1879,Aug,29.66412233
1879,Sep,30.00296485
1879,Oct,32.99093979
1879,Nov,32.77531273
1879,Dec,32.0052161
1880,Jan,32.03601996
1880,Feb,31.48155038
1880,Mar,30.68064989
1880,Apr,31.26592333
1880,May,31.23511946
1880,Jun,31.05029627
1880,Jul,31.111904
1880,Aug,31.17351173
1880,Sep,31.66637358
1880,Oct,32.65209727
1880,Nov,32.46727408
1880,Dec,31.48155038
1881,Jan,31.0194924
1881,Feb,31.05029627
1881,Mar,31.35833492
1881,Apr,30.98868854
1881,May,30.98868854
1881,Jun,30.49582669
1881,Jul,30.71145375
1881,Aug,31.35833492
1881,Sep,31.35833492
1881,Oct,33.4221939
1881,Nov,30.95788467
1881,Dec,27.93910587
1882,Jan,30.74225762
1882,Feb,30.24939577
1882,Mar,29.97216098
1882,Apr,29.69492619
1882,May,29.510103
1882,Jun,29.78733779
1882,Jul,29.94135712
1882,Aug,29.63331846
1882,Sep,29.32527981
1882,Oct,29.47929914
1882,Nov,29.75653393
1882,Dec,29.17126048
1883,Jan,26.12167781
1883,Feb,28.33955612
1883,Mar,28.58598704
1883,Apr,28.03151747
1883,May,28.0931252
1883,Jun,28.12392906
1883,Jul,28.43196772
1883,Aug,27.75428268
1883,Sep,27.84669427
1883,Oct,27.60026335
1883,Nov,27.75428268
1883,Dec,27.1998131
1884,Jan,27.26142083
1884,Feb,27.23061697
1884,Mar,26.58373579
1884,Apr,26.70695126
1884,May,27.13820537
1884,Jun,27.38463629
1884,Jul,27.38463629
1884,Aug,27.23061697
1884,Sep,27.26142083
1884,Oct,27.60026335
1884,Nov,27.26142083
1884,Dec,26.70695126
1885,Jan,26.52212806
1885,Feb,26.4913242
1885,Mar,26.55293193
1885,Apr,26.52212806
1885,May,27.2922247
1885,Jun,26.61453966
1885,Jul,26.73775512
1885,Aug,27.32302856
1885,Sep,27.32302856
1885,Oct,27.35383243
1885,Nov,27.2922247
1885,Dec,26.89177445
1886,Jan,26.83016672
1886,Feb,26.73775512
1886,Mar,26.83016672
1886,Apr,26.92257831
1886,May,27.04579377
1886,Jun,27.13820537
1886,Jul,27.60026335
1886,Aug,27.66187108
1886,Sep,27.35383243
1886,Oct,27.44624402
1886,Nov,26.83016672
1886,Dec,26.27569714
1887,Jan,26.73775512
1887,Feb,26.58373579
1887,Mar,26.42971647
1887,Apr,26.12167781
1887,May,25.99846235
1887,Jun,25.56720824
1887,Jul,25.50560051
1887,Aug,25.25916958
1887,Sep,26.4913242
1887,Oct,26.83016672
1887,Nov,26.55293193
1887,Dec,26.36810874
1888,Jan,26.52212806
1888,Feb,26.58373579
1888,Mar,26.52212806
1888,Apr,26.76855899
1888,May,26.89177445
1888,Jun,27.93910587
1888,Jul,28.03151747
1888,Aug,28.03151747
1888,Sep,28.03151747
1888,Oct,28.58598704
1888,Nov,29.17126048
1888,Dec,29.47929914
1889,Jan,30.37261123
1889,Feb,30.49582669
1889,Mar,30.4034151
1889,Apr,30.89627694
1889,May,31.26592333
1889,Jun,31.69717744
1889,Jul,32.28245088
1889,Aug,31.85119677
1889,Sep,31.69717744
1889,Oct,32.12843156
1889,Nov,31.54315812
1889,Dec,31.05029627
1890,Jan,30.86547308
1890,Feb,30.89627694
1890,Mar,30.80386535
1890,Apr,30.52663056
